text,label
i walked out of the testing center with the feeling that i could have either passed or totally bombed it neither would have surprised me,5
i am feeling benevolent,1
i got out of the airport i did not feel as culture shocked it was pretty much just as i remembered,5
i feel weird telling people that i am still trying to figure out what i want to be when i grow up,5
i feel sorry for those women who think she is the idea of women health,0
i just feel so stunned,5
i feeling weird today,5
i not sure why exactly but i guess i just want to feel that feeling of trusting someone to watch your back and advancing into enemies territory,1
give taken for granted for so long that when i tell it to my students and they are amazed i feel almost like i telling them the story of the three little pigs and seeing everyone being amazed,5
i have been feeling amazing great friends great family meeting new people started a great job that i truly feel proud and completely one thousand percent happy with,5
i feel fully content and so thankful,1
i remember feeling so overwhelmed by love and acceptance overtime we would begin to sing and i knew that his strength was real,5
i feel weird knowing that they all watch television and they would be doing normal stuff like drinking coke and rooting for brazil in the world cup,5
i feel just divine about it like give somehow tricked father time into giving the treasure to me he spends so rapidly,1
i have not been able to depending on the person and situation because i feel what if they are scandalized by the fact that someone just randomly came up and said your just so amazing and i really love you,5
